[01-Apr-2025 10:20:23 Europe/Berlin] PHP Warning:  foreach() argument must be of type array|object, null given in /Users/macosdev/Documents/GitHub/ecoRide-DrissBenkirane/pages/account.php on line 73
[01-Apr-2025 10:21:30 Europe/Berlin] PHP Warning:  session_destroy(): Trying to destroy uninitialized session in /Users/macosdev/Documents/GitHub/ecoRide-DrissBenkirane/pages/account.php on line 28
[01-Apr-2025 10:28:21 Europe/Berlin] PHP Warning:  Undefined global variable $_SESSION in /Users/macosdev/Documents/GitHub/ecoRide-DrissBenkirane/pages/account.php on line 38
[01-Apr-2025 10:28:21 Europe/Berlin] PHP Warning:  Trying to access array offset on value of type null in /Users/macosdev/Documents/GitHub/ecoRide-DrissBenkirane/pages/account.php on line 38
[01-Apr-2025 10:28:21 Europe/Berlin] PHP Warning:  Undefined variable $userInfos in /Users/macosdev/Documents/GitHub/ecoRide-DrissBenkirane/pages/account.php on line 73
[01-Apr-2025 10:28:21 Europe/Berlin] PHP Warning:  foreach() argument must be of type array|object, null given in /Users/macosdev/Documents/GitHub/ecoRide-DrissBenkirane/pages/account.php on line 73
[01-Apr-2025 10:29:51 Europe/Berlin] PHP Warning:  Undefined global variable $_SESSION in /Users/macosdev/Documents/GitHub/ecoRide-DrissBenkirane/pages/account.php on line 38
[01-Apr-2025 10:29:51 Europe/Berlin] PHP Warning:  Trying to access array offset on value of type null in /Users/macosdev/Documents/GitHub/ecoRide-DrissBenkirane/pages/account.php on line 38
[01-Apr-2025 10:29:51 Europe/Berlin] PHP Warning:  Undefined variable $userInfos in /Users/macosdev/Documents/GitHub/ecoRide-DrissBenkirane/pages/account.php on line 74
[01-Apr-2025 10:29:51 Europe/Berlin] PHP Warning:  foreach() argument must be of type array|object, null given in /Users/macosdev/Documents/GitHub/ecoRide-DrissBenkirane/pages/account.php on line 74
[01-Apr-2025 10:30:09 Europe/Berlin] PHP Warning:  Undefined global variable $_SESSION in /Users/macosdev/Documents/GitHub/ecoRide-DrissBenkirane/pages/account.php on line 38
[01-Apr-2025 10:30:09 Europe/Berlin] PHP Warning:  Trying to access array offset on value of type null in /Users/macosdev/Documents/GitHub/ecoRide-DrissBenkirane/pages/account.php on line 38
[01-Apr-2025 10:30:09 Europe/Berlin] PHP Warning:  Undefined variable $userInfos in /Users/macosdev/Documents/GitHub/ecoRide-DrissBenkirane/pages/account.php on line 74
[01-Apr-2025 10:30:09 Europe/Berlin] PHP Warning:  foreach() argument must be of type array|object, null given in /Users/macosdev/Documents/GitHub/ecoRide-DrissBenkirane/pages/account.php on line 74
[01-Apr-2025 10:30:10 Europe/Berlin] PHP Warning:  Undefined global variable $_SESSION in /Users/macosdev/Documents/GitHub/ecoRide-DrissBenkirane/pages/account.php on line 38
[01-Apr-2025 10:30:10 Europe/Berlin] PHP Warning:  Trying to access array offset on value of type null in /Users/macosdev/Documents/GitHub/ecoRide-DrissBenkirane/pages/account.php on line 38
[01-Apr-2025 10:30:10 Europe/Berlin] PHP Warning:  Undefined variable $userInfos in /Users/macosdev/Documents/GitHub/ecoRide-DrissBenkirane/pages/account.php on line 74
[01-Apr-2025 10:30:10 Europe/Berlin] PHP Warning:  foreach() argument must be of type array|object, null given in /Users/macosdev/Documents/GitHub/ecoRide-DrissBenkirane/pages/account.php on line 74
[01-Apr-2025 10:30:33 Europe/Berlin] PHP Warning:  Undefined global variable $_SESSION in /Users/macosdev/Documents/GitHub/ecoRide-DrissBenkirane/pages/account.php on line 38
[01-Apr-2025 10:30:33 Europe/Berlin] PHP Warning:  Trying to access array offset on value of type null in /Users/macosdev/Documents/GitHub/ecoRide-DrissBenkirane/pages/account.php on line 38
[01-Apr-2025 10:30:33 Europe/Berlin] PHP Warning:  Undefined variable $userInfos in /Users/macosdev/Documents/GitHub/ecoRide-DrissBenkirane/pages/account.php on line 74
[01-Apr-2025 10:30:33 Europe/Berlin] PHP Warning:  foreach() argument must be of type array|object, null given in /Users/macosdev/Documents/GitHub/ecoRide-DrissBenkirane/pages/account.php on line 74
[01-Apr-2025 10:31:59 Europe/Berlin] PHP Warning:  Undefined global variable $_SESSION in /Users/macosdev/Documents/GitHub/ecoRide-DrissBenkirane/pages/account.php on line 38
[01-Apr-2025 10:31:59 Europe/Berlin] PHP Warning:  Trying to access array offset on value of type null in /Users/macosdev/Documents/GitHub/ecoRide-DrissBenkirane/pages/account.php on line 38
[01-Apr-2025 10:31:59 Europe/Berlin] PHP Warning:  Undefined variable $userInfos in /Users/macosdev/Documents/GitHub/ecoRide-DrissBenkirane/pages/account.php on line 74
[01-Apr-2025 10:31:59 Europe/Berlin] PHP Warning:  foreach() argument must be of type array|object, null given in /Users/macosdev/Documents/GitHub/ecoRide-DrissBenkirane/pages/account.php on line 74
[01-Apr-2025 10:32:37 Europe/Berlin] PHP Notice:  session_start(): Ignoring session_start() because a session is already active in /Users/macosdev/Documents/GitHub/ecoRide-DrissBenkirane/elements/header.php on line 6
[01-Apr-2025 10:32:37 Europe/Berlin] PHP Deprecated:  htmlspecialchars(): Passing null to parameter #1 ($string) of type string is deprecated in /Users/macosdev/Documents/GitHub/ecoRide-DrissBenkirane/pages/account.php on line 87
[01-Apr-2025 10:33:30 Europe/Berlin] PHP Notice:  session_start(): Ignoring session_start() because a session is already active in /Users/macosdev/Documents/GitHub/ecoRide-DrissBenkirane/elements/header.php on line 6
